线路名,起点,终点,运营日期,首班车时间,末班车时间,票价,折扣方式,具体站点信息
T2路,解放桥,鲁能领秀公馆,工作日,7:25,18:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
T3路,腊山立交桥,龙奥公交枢纽,工作日,5:20,18:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
T3路,龙奥公交枢纽,腊山立交桥,工作日,6:20,19:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
T5路,领秀城西门,颖秀路舜风路,工作日,6:30,17:20,2元,济南公交刷卡、支付宝八折优惠,站点详情
T5路,颖秀路舜风路,领秀城西门,工作日,7:30,18:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
T6路,省立医院东院区,西八公交车场,工作日,6:20,17:40,2元,济南公交刷卡、支付宝八折优惠,站点详情
T6路,西八公交车场,省立医院东院区,工作日,6:30,17:50,2元,济南公交刷卡、支付宝八折优惠,站点详情
T7路,瀚裕华园,洪家楼,工作日,6:30,18:20,2元,济南公交刷卡、支付宝八折优惠,站点详情
T7路,洪家楼,瀚裕华园,工作日,6:30,18:20,2元,济南公交刷卡、支付宝八折优惠,站点详情
T9路,全福立交桥,齐鲁软件园,工作日,6:55,17:20,2元,济南公交刷卡、支付宝八折优惠,站点详情
T9路,齐鲁软件园,全福立交桥,工作日,7:40,18:15,2元,济南公交刷卡、支付宝八折优惠,站点详情
T10路,全运媒体村,鲍山花园北区,工作日,7:40,18:10,2元,济南公交刷卡、支付宝八折优惠,站点详情
T10路,鲍山花园北区,全运媒体村,工作日,6:45,17:10,2元,济南公交刷卡、支付宝八折优惠,站点详情
T11路,东宇花园,中心医院,工作日,6:30,17:10,2元,济南公交刷卡、支付宝八折优惠,站点详情
T11路,中心医院,东宇花园,工作日,7:30,18:10,2元,济南公交刷卡、支付宝八折优惠,站点详情
T12路,王府庄,解放路山大路,工作日,6:15,17:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
T12路,解放路山大路,王府庄,工作日,7:25,18:20,2元,济南公交刷卡、支付宝八折优惠,站点详情
T15路,汇诚小学,动物园,工作日,6:10,16:50,2元,济南公交刷卡、支付宝八折优惠,站点详情
T15路,动物园,汇诚小学,工作日,7:20,18:05,2元,济南公交刷卡、支付宝八折优惠,站点详情
T16路,盖家沟,齐鲁软件园,工作日,6:20,17:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
T16路,齐鲁软件园,盖家沟,工作日,7:20,18:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
T17路,唐冶公交枢纽,舜华路天辰路,工作日,7:10,17:20,2元,济南公交刷卡、支付宝八折优惠,站点详情
T17路,舜华路天辰路,唐冶公交枢纽,工作日,8:20,18:20,2元,济南公交刷卡、支付宝八折优惠,站点详情
T19路,公交集团,凤凰北路陈家路,工作日,6:15,18:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
T19路,凤凰北路陈家路,公交集团,工作日,6:50,18:35,2元,济南公交刷卡、支付宝八折优惠,站点详情
T20路,领秀城西门,牛旺庄,工作日,6:15,17:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
T20路,牛旺庄,领秀城西门,工作日,7:00,18:40,2元,济南公交刷卡、支付宝八折优惠,站点详情
T21路,孟家,动物园,工作日,6:10,17:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
T21路,动物园,孟家,工作日,7:20,18:15,2元,济南公交刷卡、支付宝八折优惠,站点详情
T22路,瀚裕华园,徐家庄北,工作日,7:00,18:45,2元,济南公交刷卡、支付宝八折优惠,站点详情
T22路,徐家庄北,瀚裕华园,工作日,7:00,18:45,2元,济南公交刷卡、支付宝八折优惠,站点详情
T24路,腊山立交桥,袁庄村,工作日,6:10,18:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
T24路,袁庄村,腊山立交桥,工作日,6:40,19:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
T26路,全福立交桥南,北胡南,工作日,6:50,17:35,2元,济南公交刷卡、支付宝八折优惠,站点详情
T26路,北胡南,全福立交桥南,工作日,7:45,18:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
T28路,杆石桥,山东省廉政教育馆,发车时间,7:00,17:10,2元,济南公交刷卡、支付宝八折优惠,站点详情
T28路,山东省廉政教育馆,杆石桥,发车时间,8:00,18:10,2元,济南公交刷卡、支付宝八折优惠,站点详情
T29路,陆军学院南门,经十路北小辛庄西街,工作日,6:50,17:10,2元,济南公交刷卡、支付宝八折优惠,站点详情
T29路,经十路北小辛庄西街,陆军学院南门,工作日,7:30,17:55,2元,济南公交刷卡、支付宝八折优惠,站点详情
T31路,孙村新区,舜华路天辰路,工作日,6:30,18:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
T31路,舜华路天辰路,孙村新区,工作日,7:15,18:20,2元,济南公交刷卡、支付宝八折优惠,站点详情
K267路,华山珑城公交车场,齐鲁软件园,发车时间,6:00,20:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
K267路,齐鲁软件园,华山珑城公交车场,发车时间,6:50,21:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
T34路,地铁彭家庄站,春博路科远路,工作日,7:25,17:05,2元,济南公交刷卡、支付宝八折优惠,站点详情
T34路,春博路科远路,地铁彭家庄站,工作日,8:10,17:50,2元,济南公交刷卡、支付宝八折优惠,站点详情
T35路,地铁彭家庄站,大正路科创路,工作日,7:20,17:20,2元,济南公交刷卡、支付宝八折优惠,站点详情
T35路,大正路科创路,地铁彭家庄站,工作日,8:05,18:05,2元,济南公交刷卡、支付宝八折优惠,站点详情
T38路,柿子园村,地铁彭家庄站,工作日,6:30,17:10,2元,济南公交刷卡、支付宝八折优惠,站点详情
T38路,地铁彭家庄站,柿子园村,工作日,7:20,18:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
T88路,仲宫,经八路青年西路,工作日,5:45,16:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
T88路,经八路青年西路,仲宫,工作日,6:30,17:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
T115路,唐冶公交枢纽,经八路青年西路,工作日,6:00,17:45,2元,济南公交刷卡、支付宝八折优惠,站点详情
T115路,经八路青年西路,唐冶公交枢纽,工作日,6:50,18:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
T201路,公交祝甸车场,济南大学,工作日,6:40,18:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
T201路,济南大学,公交祝甸车场,工作日,6:30,18:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
T202路,济南西站公交枢纽,舜华东路,工作日,6:10,17:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
T202路,舜华东路,济南西站公交枢纽,工作日,7:20,18:30,2元,济南公交刷卡、支付宝八折优惠,站点详情
T205路,济南大学,公交祝甸车场,工作日,6:20,18:10,2元,济南公交刷卡、支付宝八折优惠,站点详情
T205路,公交祝甸车场,济南大学,工作日,6:40,18:10,2元,济南公交刷卡、支付宝八折优惠,站点详情
T209路,唐冶公交枢纽,二环东路工业南路,工作日,6:50,17:50,2元,济南公交刷卡、支付宝八折优惠,站点详情
T209路,二环东路工业南路,唐冶公交枢纽,工作日,7:40,19:05,2元,济南公交刷卡、支付宝八折优惠,站点详情
M1路,陆军学院南门,汇诚小学,发车时间,5:50,20:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
M1路,汇诚小学,陆军学院南门,发车时间,6:10,20:20,1元,济南公交刷卡、支付宝八折优惠,站点详情
M2路,地铁孟家庄站,地铁孟家庄站,发车时间,6:00,19:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
M3路,凤歧路烈士山路,章灵西,发车时间,6:00,21:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
M3路,章灵西,凤歧路烈士山路,发车时间,6:25,21:25,1元,济南公交刷卡、支付宝八折优惠,站点详情
M4路,济钢新村,龙湖城市之光北区,发车时间,6:00,21:00,1元,济南公交刷卡、支付宝八折优惠,站点详情
M4路,龙湖城市之光北区,济钢新村,发车时间,6:20,21:30,1元,济南公交刷卡、支付宝八折优惠,站点详情
假日学生专线1号线,山财大圣井校区,泉城广场,发车时间,9:00,15:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
假日学生专线1号线,泉城广场①,山财大圣井校区 ,发车时间,15:00,21:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
假日学生专线2号线,城建学院,芙蓉街,发车时间,9:00,15:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
假日学生专线2号线,芙蓉街,城建学院,发车时间,15:00,21:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
假日学生专线3号线,山东管理学院,黑虎泉,发车时间,9:00,15:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
假日学生专线3号线,黑虎泉,山东管理学院,发车时间,15:00,21:00,2元,济南公交刷卡、支付宝八折优惠,站点详情
